Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Interaction_Grade_Failed_Courses,Interaction_Mother_Father_Qual,Age_Squared,Academic_Performance_1st_Sem,Combined_Parents_Qual
0.0,-0.42105263157894735,0.0,0.9171974522292994,0.0,0.0,0.3933333333333337,0.0,0.5428571428571428,0.0,0.0,0.0,0.26627218934911234,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,-0.5,0.3333333333333333,0.019841269841269767,0.0,0.0,0.0,-0.25,0.0,0.7741935483870966,0.0,0.6222222222222223,-0.7391304347826085,0.1346704871060172,Graduate,0.0,0.2674074074074074,-0.2878787878787879,0.133731343283583,0.3333333333333333
0.0,-0.42105263157894735,0.0,0.5562632696390658,0.0,0.0,0.19333333333333372,0.0,0.0,0.5588235294117647,0.8,0.4,-0.40236686390532517,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,1.0,0.0,0.6666666666666666,0.3869047619047612,0.0,0.0,1.0,0.0,0.5,0.39262672811059895,0.0,0.35555555555555546,1.0,-0.5787965616045845,Graduate,0.0,0.2674074074074074,-0.2878787878787879,0.5110447761194035,0.3333333333333333
0.0,-0.42105263157894735,1.0,1.305732484076433,0.0,0.0,-0.006666666666666288,0.0,0.0,0.5294117647058824,-0.2,0.4,0.24260355029585756,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,-0.5,-1.6666666666666667,-2.035714285714286,0.0,0.0,0.0,-2.0,-1.25,-2.061290322580645,0.0,0.35555555555555546,1.0,-0.5787965616045845,Dropout,0.0,0.25333333333333335,-0.14772727272727273,-2.0594626865671635,0.3148148148148148
0.0,0.9473684210526315,0.0,0.03397027600849257,0.0,0.0,-1.5399999999999996,0.0,-0.5142857142857142,-0.5294117647058824,-0.2,0.0,-0.8461538461538457,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,-0.25,0.3333333333333333,-0.7142857142857146,0.0,0.0,0.0,0.0,0.0,-0.4645161290322577,0.0,-0.4888888888888887,0.0,0.9140401146131805,Graduate,0.0,-0.26666666666666666,0.1553030303030303,-0.2197014925373133,-0.6851851851851852
0.0,-0.42105263157894735,0.0,-0.3248407643312102,0.0,0.0,1.0600000000000003,0.0,0.5428571428571428,0.5294117647058824,0.0,-0.4,0.6508875739644968,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,-0.5,-0.25,-0.3333333333333333,0.4017857142857139,0.0,0.0,-0.5,-0.75,0.0,-0.07741935483870939,0.0,-0.06666666666666643,0.0,0.4068767908309455,Graduate,0.0,0.774074074074074,-0.2878787878787879,-0.08358208955223831,0.6666666666666666
0.0,-0.42105263157894735,0.0,1.1358811040339702,0.0,0.0,-0.4066666666666663,0.0,0.0,0.5294117647058824,0.8,-0.8,-0.3195266272189343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.38095238095238027,0.0,0.0,0.0,-0.25,-1.25,-2.061290322580645,0.0,0.9777777777777779,0.608695652173913,-1.2550143266475644,Dropout,0.0,0.25333333333333335,0.0,0.10698507462686598,0.3148148148148148
0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.2600000000000004,0.0,0.0,0.5588235294117647,0.0,0.2,0.6686390532544383,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,-1.3333333333333333,-0.11904761904761935,0.0,0.0,0.0,1.5,-0.75,-0.4645161290322577,0.0,-0.06666666666666643,0.0,0.4068767908309455,Enrolled,0.0,0.2674074074074074,-0.2878787878787879,-0.9361194029850739,0.3333333333333333
0.0,0.0,1.0,0.5562632696390658,0.0,0.0,0.12666666666666704,0.0,0.0,-0.5294117647058824,0.0,-0.6,0.07100591715976345,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.5,0.0,0.6666666666666666,0.4252232142857141,0.0,0.0,1.0,0.0,0.75,0.907741935483871,0.0,0.9777777777777779,0.608695652173913,-1.2550143266475644,Graduate,0.0,-0.25333333333333335,-0.2878787878787879,0.5294925373134328,-0.35185185185185186
0.0,-0.42105263157894735,0.0,-0.22929936305732485,0.0,0.0,0.2600000000000004,0.0,-0.45714285714285713,0.0,-0.4,-0.4,0.6035502958579889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.3333333333333333,0.08928571428571395,0.0,0.0,-0.5,0.0,-0.25,0.01935483870967769,0.0,-0.06666666666666643,0.0,0.4068767908309455,Graduate,0.0,-0.22518518518518518,0.0,-0.23402985074626811,-0.3148148148148148
0.0,-0.42105263157894735,0.0,1.305732484076433,0.0,0.0,0.46000000000000035,0.0,0.0,0.0,0.4,0.0,-0.08875739644970411,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.5,-0.25,0.3333333333333333,-0.25793650793650846,0.0,0.0,0.5,0.0,0.25,0.5032258064516131,0.0,1.1333333333333333,-0.4782608695652173,-0.3553008595988538,Enrolled,0.0,0.0,-0.2878787878787879,0.0,-0.018518518518518517
0.0,-0.42105263157894735,2.0,-1.8248407643312101,0.0,0.0,-0.7399999999999997,0.0,-0.5142857142857142,-0.5294117647058824,0.8,0.2,-0.34319526627218905,-1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,-2.0,-2.0,-1.6666666666666667,-2.035714285714286,0.0,0.0,-2.0,-2.0,-1.25,-2.061290322580645,0.0,0.0,-0.3478260869565217,0.48710601719197705,Graduate,0.0,-0.26666666666666666,0.1553030303030303,-2.0594626865671635,-0.6851851851851852
0.0,0.02631578947368421,2.5,0.6751592356687898,0.0,0.0,-0.4066666666666663,0.0,-0.5142857142857142,0.5588235294117647,-0.2,0.0,-0.25443786982248495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.6666666666666666,-0.3534226190476193,0.0,0.0,1.0,0.25,0.75,-0.2999999999999994,0.0,0.35555555555555546,1.0,-0.5787965616045845,Enrolled,0.0,-0.23925925925925925,0.0,0.15462686567164222,0.0
0.0,-0.42105263157894735,2.5,0.5562632696390658,0.0,0.0,0.5933333333333337,0.0,0.0,0.0,-0.8,-1.2,-0.03550295857988131,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,1.0,1.0,0.6666666666666666,0.23809523809523794,0.0,0.0,1.0,1.0,0.5,0.2543778801843322,0.0,0.35555555555555546,1.0,-0.5787965616045845,Graduate,0.0,0.0,-0.2878787878787879,0.43940298507462733,-0.018518518518518517
0.0,-0.42105263157894735,2.5,0.9171974522292994,0.0,0.0,-0.5399999999999996,0.0,-0.5142857142857142,0.5588235294117647,-0.2,0.0,-0.6627218934911233,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.45386904761904723,0.0,0.0,0.0,-0.25,0.25,0.03317972350230471,0.0,0.0,-0.3478260869565217,0.48710601719197705,Graduate,0.0,-0.23925925925925925,-0.14772727272727273,0.34268656716417945,0.0
0.0,-0.42105263157894735,0.0,0.5562632696390658,0.0,0.0,-0.47333333333333294,0.0,0.0,0.0,-0.4,0.0,-0.13017751479289869,-1.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.5,0.0,0.3333333333333333,0.4212301587301592,0.0,0.0,1.0,0.25,0.5,0.7410138248847926,0.0,0.0,-0.3478260869565217,0.48710601719197705,Graduate,0.0,0.0,-0.14772727272727273,0.3269731343283586,-0.018518518518518517
0.0,-0.42105263157894735,0.0,0.0,0.0,0.0,1.1933333333333338,0.0,0.0,0.5588235294117647,0.8,0.4,1.8284023668639051,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.28571428571428614,0.0,0.0,0.0,1.0,-0.25,-0.4645161290322577,0.0,-0.7777777777777778,0.5217391304347826,0.0,Enrolled,0.0,0.2674074074074074,-0.2878787878787879,-0.2139701492537305,0.3333333333333333
0.0,0.0,1.0,0.0,0.0,0.0,-1.2066666666666663,0.0,0.0,0.5588235294117647,0.4,0.2,-0.5739644970414193,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.25,0.3333333333333333,-0.379464285714286,0.0,0.0,0.0,0.25,0.25,0.420276497695853,0.0,1.1333333333333333,-0.4782608695652173,-0.3553008595988538,Graduate,0.0,0.2674074074074074,0.1553030303030303,-0.05850746268656667,0.3333333333333333
0.0,-0.42105263157894735,0.0,-0.3248407643312102,0.0,0.0,0.32666666666666705,0.0,0.0,0.0,-0.4,-0.8,0.2899408284023671,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,-0.5,0.25,0.0,0.15873015873015814,0.0,0.0,-0.5,-0.25,-0.25,0.3096774193548389,0.0,-0.3777777777777776,-0.9565217391304347,-0.98567335243553,Enrolled,0.0,0.0,-0.2878787878787879,0.0,-0.018518518518518517
0.0,-0.42105263157894735,0.0,-0.1932059447983015,0.0,0.0,0.12666666666666704,0.0,0.0,-0.5294117647058824,0.8,0.4,-0.2366863905325443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,-0.11904761904761935,0.0,0.0,-0.5,-0.5,0.0,0.051612903225806944,0.0,1.1333333333333333,-0.4782608695652173,-0.3553008595988538,Graduate,0.0,-0.25333333333333335,0.0,-0.13373134328358158,-0.35185185185185186
0.0,0.0,1.0,0.5562632696390658,0.0,0.0,-0.4066666666666663,0.0,-0.45714285714285713,-0.47058823529411764,-0.8,0.6,-0.4319526627218932,0.0,0.0,0.0,0.0,1.0,0.0,-0.16666666666666666,0.0,0.0,0.5,0.25,0.3333333333333333,0.2698412698412688,0.0,0.0,0.5,-0.25,0.25,0.5870967741935492,0.0,1.1333333333333333,-0.4782608695652173,-0.3553008595988538,Enrolled,0.0,-0.2607407407407407,-0.14772727272727273,0.2540895522388057,-0.6111111111111112
0.0,0.7105263157894737,0.0,-0.4989384288747346,0.0,0.0,1.1266666666666671,0.0,-0.42857142857142855,-0.4117647058823529,-0.2,-1.0,1.4142011834319526,-1.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.75,0.0,-0.17857142857142866,0.0,0.0,0.0,2.0,0.0,-0.6304147465437785,0.0,1.1333333333333333,-0.4782608695652173,-0.3553008595988538,Enrolled,0.0,-0.2525925925925926,0.1553030303030303,-0.16238805970149192,-0.5555555555555556
0.0,0.8947368421052632,0.0,-0.35668789808917195,0.0,0.0,-0.5399999999999996,0.0,0.6571428571428571,-0.47058823529411764,2.3,1.9,0.23076923076923103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.3333333333333333,0.22817460317460306,0.0,0.0,0.0,0.25,-0.25,0.46451612903225836,0.0,-0.4888888888888887,0.0,0.9140401146131805,Graduate,0.0,-0.17407407407407408,0.0,0.23402985074626953,0.1111111111111111
0.0,-0.42105263157894735,0.0,-0.1932059447983015,0.0,0.0,0.6600000000000004,0.0,-0.5142857142857142,-0.5294117647058824,-0.2,-0.2,0.7514792899408291,-1.0,0.0,0.0,0.0,1.0,0.0,-0.3333333333333333,0.0,0.0,-0.5,0.25,-0.6666666666666666,-0.39682539682539686,0.0,0.0,-0.5,0.0,-0.75,0.5032258064516131,0.0,-0.4888888888888887,0.0,0.9140401146131805,Enrolled,0.0,-0.26666666666666666,-0.2878787878787879,-0.6686567164179097,-0.6851851851851852
0.0,0.02631578947368421,0.0,-1.8248407643312101,0.0,0.0,0.32666666666666705,0.0,0.0,-0.5294117647058824,0.8,-0.4,0.49704142011834335,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,-0.5,0.3333333333333333,0.15873015873015814,0.0,0.0,0.0,0.0,0.25,0.8419354838709678,0.0,0.28888888888888903,-0.39130434782608686,0.42120343839541546,Graduate,0.0,-0.25333333333333335,-0.14772727272727273,0.20059701492537307,-0.35185185185185186
0.0,-0.42105263157894735,0.0,1.5987261146496816,0.0,0.0,-0.20666666666666628,0.0,-0.4857142857142857,0.5294117647058824,-0.4,0.4,0.31360946745562185,-1.0,0.0,0.0,0.0,1.0,0.0,2.3333333333333335,0.0,0.0,-0.5,-0.5,0.0,0.04761904761904744,0.0,0.0,-0.5,0.25,0.0,0.4755760368663597,0.0,0.6222222222222223,-0.7391304347826085,0.1346704871060172,Graduate,0.0,-0.21259259259259258,2.8636363636363638,-0.05349253731343263,0.0
0.0,0.5789473684210527,0.0,-1.8248407643312101,0.0,0.0,-0.20666666666666628,0.0,0.5428571428571428,0.5294117647058824,0.8,-0.2,-1.396449704142011,-1.0,0.0,0.0,0.0,1.0,0.0,2.3333333333333335,0.0,0.0,0.5,-0.25,-1.6666666666666667,-2.035714285714286,0.0,0.0,0.5,-0.25,-1.0,-0.851612903225806,0.0,-0.4888888888888887,0.0,0.9140401146131805,Dropout,0.0,0.774074074074074,2.8636363636363638,-2.0594626865671635,0.6666666666666666
0.0,0.5789473684210527,0.0,-0.2526539278131635,0.0,0.0,0.0,0.0,0.42857142857142855,0.5294117647058824,-1.0,-1.4,0.1597633136094684,0.0,0.0,0.0,0.0,1.0,0.0,2.3333333333333335,0.0,0.0,-0.5,-2.0,-1.6666666666666667,-2.035714285714286,0.0,0.0,-0.5,-2.0,-1.25,-2.061290322580645,0.0,-0.7777777777777778,0.5217391304347826,0.0,Dropout,0.0,0.6644444444444444,2.8636363636363638,-2.0594626865671635,0.5925925925925926
0.0,0.6842105263157895,0.0,-0.1932059447983015,0.0,0.0,0.46000000000000035,0.0,0.5142857142857142,0.5294117647058824,0.2,-0.2,-0.18934911242603478,-1.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,-0.5,0.5,-1.3333333333333333,-0.9523809523809526,0.0,0.0,-0.5,0.0,-0.75,-0.07741935483870939,0.0,1.1333333333333333,-0.4782608695652173,-0.3553008595988538,Dropout,0.0,0.7466666666666667,2.8636363636363638,-1.33731343283582,0.6481481481481481
0.0,0.5789473684210527,0.0,1.5987261146496816,0.0,0.0,-0.873333333333333,0.0,0.0,0.0,0.8,-0.8,-0.7218934911242595,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,-0.5,0.0,0.0,-0.5357142857142859,0.0,0.0,-0.5,-0.75,0.0,-0.23225806451612885,0.0,-0.7777777777777778,0.5217391304347826,0.0,Graduate,0.0,0.0,2.8636363636363638,-0.3343283582089546,-0.018518518518518517
0.0,0.7105263157894737,0.0,-0.22929936305732485,0.0,0.0,-0.873333333333333,0.0,-0.42857142857142855,-0.4411764705882353,-0.4,-0.2,-0.36094674556212974,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,-0.6666666666666666,-0.25793650793650846,0.0,0.0,0.0,0.75,-0.5,-0.07741935483870939,0.0,0.28888888888888903,-0.39130434782608686,0.42120343839541546,Dropout,0.0,-0.25555555555555554,0.0,-0.6017910447761189,-0.5740740740740741
0.0,-0.42105263157894735,2.5,1.1358811040339702,0.0,0.0,-0.47333333333333294,0.0,-0.45714285714285713,-0.47058823529411764,-0.6,-1.0,-0.2958579881656804,-1.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,-0.5,-0.3333333333333333,0.1934523809523806,0.0,0.0,-0.5,-0.75,-1.25,-2.061290322580645,0.0,0.35555555555555546,1.0,-0.5787965616045845,Dropout,0.0,-0.2607407407407407,-0.2878787878787879,-0.18388059701492485,-0.6111111111111112
0.0,-0.42105263157894735,1.0,-0.1932059447983015,0.0,0.0,-0.006666666666666288,0.0,-0.45714285714285713,0.0,-0.6,0.0,-0.33727810650887496,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,-0.5,-0.75,0.0,1.0476190476190474,0.0,0.0,-0.5,-0.75,0.0,1.3935483870967744,0.0,-0.4888888888888887,0.0,0.9140401146131805,Graduate,0.0,-0.22518518518518518,0.3181818181818182,0.4279402985074632,-0.3148148148148148
0.0,-0.42105263157894735,2.5,0.5562632696390658,0.0,0.0,-2.0066666666666664,0.0,-0.5142857142857142,-0.47058823529411764,-0.6,-1.0,-1.50887573964497,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.25,0.0,0.6842857142857142,0.0,0.0,1.0,0.25,0.5,0.8294930875576033,0.0,0.0,-0.3478260869565217,0.48710601719197705,Graduate,0.0,-0.2651851851851852,0.3181818181818182,0.2530197014925379,-0.6481481481481481
0.0,0.0,0.0,1.1358811040339702,0.0,0.0,-0.873333333333333,0.0,-0.5142857142857142,0.5588235294117647,0.0,-0.4,-0.2781065088757389,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.3333333333333333,0.2976190476190473,0.0,0.0,0.0,-0.25,0.0,0.6193548387096778,0.0,0.28888888888888903,-0.39130434782608686,0.42120343839541546,Dropout,0.0,-0.23925925925925925,0.0,-0.13373134328358158,0.0
0.0,0.5789473684210527,0.0,1.5987261146496816,0.0,0.0,0.0,0.0,0.5142857142857142,0.5294117647058824,0.8,0.4,-0.9704142011834311,-1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,-0.5,-2.0,-1.6666666666666667,-2.035714285714286,0.0,0.0,-0.5,-2.0,-1.25,-2.061290322580645,0.0,1.1333333333333333,-0.4782608695652173,-0.3553008595988538,Dropout,0.0,0.7466666666666667,1.6704545454545454,-2.0594626865671635,0.6481481481481481
0.0,0.0,0.0,1.5987261146496816,0.0,0.0,1.3933333333333338,0.0,0.5428571428571428,0.5588235294117647,-0.2,-0.4,0.4733727810650886,-1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,-0.5,0.25,-1.0,-0.32738095238095266,0.0,0.0,-0.5,0.75,-0.5,0.8258064516129036,0.0,-0.7777777777777778,0.5217391304347826,0.0,Enrolled,0.0,0.8022222222222222,0.6666666666666666,-0.8358208955223874,0.6851851851851852
0.0,0.0,1.0,0.0,0.0,0.0,-0.20666666666666628,0.0,0.0,0.0,0.8,0.4,0.08875739644970411,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,-0.5,0.3333333333333333,-0.25793650793650846,0.0,0.0,0.0,0.0,0.0,0.3870967741935483,0.0,0.0,-0.3478260869565217,0.48710601719197705,Graduate,0.0,0.0,-0.2878787878787879,0.0,-0.018518518518518517
0.0,0.0,2.5,0.5562632696390658,0.0,0.0,-0.07333333333333296,0.0,0.5142857142857142,0.0,0.4,0.0,0.37278106508875797,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.3333333333333333,0.5128968253968246,0.0,0.0,1.0,0.25,0.5,0.6082949308755765,0.0,0.0,-0.3478260869565217,0.48710601719197705,Graduate,0.0,0.25333333333333335,0.3181818181818182,0.3711044776119405,0.3148148148148148
0.0,0.7105263157894737,0.0,-1.8248407643312101,0.0,0.0,-0.20666666666666628,0.0,-0.5142857142857142,0.0,0.8,0.4,0.43195266272189403,-1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,-0.5,0.3333333333333333,-0.32738095238095266,0.0,0.0,0.0,-0.25,0.25,0.420276497695853,0.0,0.28888888888888903,-0.39130434782608686,0.42120343839541546,Graduate,0.0,-0.25333333333333335,0.1553030303030303,-0.033432835820895034,-0.35185185185185186
0.0,-0.42105263157894735,0.0,0.0,0.0,0.0,0.3933333333333337,0.0,0.5142857142857142,0.5588235294117647,0.8,0.4,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,-0.25,0.0,0.019841269841269767,0.0,0.0,0.0,-0.25,0.25,0.2451612903225811,0.0,0.35555555555555546,1.0,-0.5787965616045845,Graduate,0.0,0.774074074074074,-0.14772727272727273,-0.06686567164179007,0.6666666666666666
0.0,0.5789473684210527,0.0,0.03397027600849257,0.0,0.0,-0.20666666666666628,0.0,0.0,0.5588235294117647,0.8,0.0,-0.7455621301775142,-1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,-0.5,0.3333333333333333,0.5753968253968248,0.0,0.0,0.0,-0.5,0.25,0.761290322580645,0.0,0.28888888888888903,-0.39130434782608686,0.42120343839541546,Graduate,0.0,0.2674074074074074,0.6666666666666666,0.40119402985074615,0.3333333333333333
